conv_id,emotion,dialogue,target_summary,input_text
hit:48_conv:96,embarrassed,Speaker 27:I went out last weekend and had a major accident. Guess what happened... | Speaker 46:Are you ok  you have to tell me what happened. | Speaker 27:I'm fine. Just a litte embarassed. I ripped my leggings dancing on bourbon street. | Speaker 46:Ahh that has happened to everyone before. It is embarrassing but you will get over it. | Speaker 27:Yep. My shirt was long enough to cover it. Plus I don't live there lol. | Speaker 46:Well im glad you were able to cover up. | Speaker 27:me too.,I ripped my pants on bourbon street the other day. Luckily I was wearing a long shirt.,emotion: embarrassed dialogue: Speaker 27:I went out last weekend and had a major accident. Guess what happened... | Speaker 46:Are you ok  you have to tell me what happened. | Speaker 27:I'm fine. Just a litte embarassed. I ripped my leggings dancing on bourbon street. | Speaker 46:Ahh that has happened to everyone before. It is embarrassing but you will get over it. | Speaker 27:Yep. My shirt was long enough to cover it. Plus I don't live there lol. | Speaker 46:Well im glad you were able to cover up. | Speaker 27:me too.
hit:50_conv:101,annoyed,Speaker 7:Recently  I have been annoyed by a coworker making jokes about me. | Speaker 27:Shame on them. | Speaker 7:It is bothering me a lot. This coworker is not competent and he spend this time making jokes on other people. | Speaker 27:You should report him. Anonymously. You should't have to deal with that every day.,I am annoyed by a coworker making joke about me.,emotion: annoyed dialogue: Speaker 7:Recently  I have been annoyed by a coworker making jokes about me. | Speaker 27:Shame on them. | Speaker 7:It is bothering me a lot. This coworker is not competent and he spend this time making jokes on other people. | Speaker 27:You should report him. Anonymously. You should't have to deal with that every day.
hit:52_conv:105,furious,Speaker 46:So last Friday I was driving home from work and this guy just cuts me off in traffic. | Speaker 27:That happens a lot. What happened next? | Speaker 46:Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road.  | Speaker 27:I know the feeling. I hate driving now. Everyone is looking in their phone. | Speaker 46:Nothing upsets me more than seeing teenagers on their phones. It really boils my blood. | Speaker 27:I thnk the driving age should be raised to 21 personally,I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,emotion: furious dialogue: Speaker 46:So last Friday I was driving home from work and this guy just cuts me off in traffic. | Speaker 27:That happens a lot. What happened next? | Speaker 46:Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road.  | Speaker 27:I know the feeling. I hate driving now. Everyone is looking in their phone. | Speaker 46:Nothing upsets me more than seeing teenagers on their phones. It really boils my blood. | Speaker 27:I thnk the driving age should be raised to 21 personally
hit:67_conv:135,devastated,Speaker 11:I still remember the day i had to say goodbye to my dad. :(  | Speaker 4:Thats too bad. What happened? | Speaker 11:He had a heat stroke in the middle of July.  | Speaker 4:Thats horrible. Sorry to hear.,when i had to say goodbye to my dad,emotion: devastated dialogue: Speaker 11:I still remember the day i had to say goodbye to my dad. :(  | Speaker 4:Thats too bad. What happened? | Speaker 11:He had a heat stroke in the middle of July.  | Speaker 4:Thats horrible. Sorry to hear.
hit:71_conv:143,guilty,Speaker 40:A little baby turtle was crossing the road the other day and I was in a hurry and didn't stop and help him. I hope he made it. I usually stop and take them to a creek away from the road. Darn! | Speaker 1:Can't always help unfortunately. I hope the little guy made it  too! | Speaker 40:They're so pitiful with their little heads up   like where are you mom  where did you go.  | Speaker 1:I wonder how they get all the way to the road away from the other turtles! | Speaker 40:They come down a mountain and the creek is on the opposite side of the road I believe,I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road_comma_ poor little guy.,emotion: guilty dialogue: Speaker 40:A little baby turtle was crossing the road the other day and I was in a hurry and didn't stop and help him. I hope he made it. I usually stop and take them to a creek away from the road. Darn! | Speaker 1:Can't always help unfortunately. I hope the little guy made it  too! | Speaker 40:They're so pitiful with their little heads up   like where are you mom  where did you go.  | Speaker 1:I wonder how they get all the way to the road away from the other turtles! | Speaker 40:They come down a mountain and the creek is on the opposite side of the road I believe
hit:73_conv:146,confident,Speaker 46:So my boss sent me over to close the deal with the Mr Harris. I felt so happy closeing a big client like that. | Speaker 4:Thats great  was the result good? | Speaker 46:He signed right away and we had a drink to celebrate. | Speaker 4:That's great. How happy were you? | Speaker 46:Well lets just say I think im going to get that bonus.,I was sent to close a deal with a client.,emotion: confident dialogue: Speaker 46:So my boss sent me over to close the deal with the Mr Harris. I felt so happy closeing a big client like that. | Speaker 4:Thats great  was the result good? | Speaker 46:He signed right away and we had a drink to celebrate. | Speaker 4:That's great. How happy were you? | Speaker 46:Well lets just say I think im going to get that bonus.
hit:94_conv:189,sad,Speaker 4:My grandma died. I am so sad. | Speaker 46:Im sorry to hear that. Was it from age or complications? | Speaker 4:Age but she also smoked. | Speaker 46:Yeah that is not good. But everyone does have a time to go you know?,I was sad when my grandma died.,emotion: sad dialogue: Speaker 4:My grandma died. I am so sad. | Speaker 46:Im sorry to hear that. Was it from age or complications? | Speaker 4:Age but she also smoked. | Speaker 46:Yeah that is not good. But everyone does have a time to go you know?
hit:96_conv:192,impressed,Speaker 46:So I was at cheeleading last night and this girl did a double backflip! | Speaker 4:Did she land? | Speaker 46:Yeah! It was just really fast and she went up really high! | Speaker 4:Sweet. Did the crowd cheer? | Speaker 46:Everyone got on there feet and clapped for her. She had to be only 10 or so.,I went to a cheerleading event and a girl did a double backflip,emotion: impressed dialogue: Speaker 46:So I was at cheeleading last night and this girl did a double backflip! | Speaker 4:Did she land? | Speaker 46:Yeah! It was just really fast and she went up really high! | Speaker 4:Sweet. Did the crowd cheer? | Speaker 46:Everyone got on there feet and clapped for her. She had to be only 10 or so.
hit:98_conv:196,terrified,Speaker 27:I took a trip over the weekend where we stayed at a nice hotel with a balcony overlooking the pool. | Speaker 46:That sounds really nice! Did you stay near the ocean? | Speaker 27:Yes in Biloxi. The balcony had a downside though. The seagulls would always try to steal your food.  | Speaker 46:I remember throwing food over and watching them catch it as a kid. | Speaker 27:There were like 5 of them trying to steal my crackers. I was scared.,I was attavked by seagulls on the balcony of a hotel last weekend. I was eating crackers.,emotion: terrified dialogue: Speaker 27:I took a trip over the weekend where we stayed at a nice hotel with a balcony overlooking the pool. | Speaker 46:That sounds really nice! Did you stay near the ocean? | Speaker 27:Yes in Biloxi. The balcony had a downside though. The seagulls would always try to steal your food.  | Speaker 46:I remember throwing food over and watching them catch it as a kid. | Speaker 27:There were like 5 of them trying to steal my crackers. I was scared.
hit:98_conv:197,surprised,Speaker 46:When I got in my car to go to work I notcied a note on my seat. | Speaker 27:What did it say? | Speaker 46:It was from my 7 year old son  He wanted to tell me he loved me and wished he could come work with me  | Speaker 27:That is so sweet. Give him twenty dollars.  | Speaker 46:I think I am going to take him out for icecream. | Speaker 27:I bet he would love that.,I got in my car and my son left a note on my seat.,emotion: surprised dialogue: Speaker 46:When I got in my car to go to work I notcied a note on my seat. | Speaker 27:What did it say? | Speaker 46:It was from my 7 year old son  He wanted to tell me he loved me and wished he could come work with me  | Speaker 27:That is so sweet. Give him twenty dollars.  | Speaker 46:I think I am going to take him out for icecream. | Speaker 27:I bet he would love that.
hit:105_conv:210,joyful,Speaker 4:I was so happy when my son was born. | Speaker 27:awww. don't tell anyone but my son is my favorite child. I have two girls also. | Speaker 4:I won't tell anyone. | Speaker 27:How old is your son now?,I was joyful when my son was born.,emotion: joyful dialogue: Speaker 4:I was so happy when my son was born. | Speaker 27:awww. don't tell anyone but my son is my favorite child. I have two girls also. | Speaker 4:I won't tell anyone. | Speaker 27:How old is your son now?
hit:108_conv:216,hopeful,Speaker 27:How about our president huh? | Speaker 51:I'm not actually in America so I don't share the same joy as you :p | Speaker 27:Lol. There is no joy here. But I think the only way to go is up now. | Speaker 51:That's always the positive side of hitting rock bottom right?,I think eventuallt the presidency is going to go in a more positive direction,emotion: hopeful dialogue: Speaker 27:How about our president huh? | Speaker 51:I'm not actually in America so I don't share the same joy as you :p | Speaker 27:Lol. There is no joy here. But I think the only way to go is up now. | Speaker 51:That's always the positive side of hitting rock bottom right?
hit:113_conv:227,embarrassed,Speaker 4:I forget the lines in the school play. I was so embarrassed. | Speaker 51:Oh no! Were there a lot of lines you had to remember? | Speaker 4:Yes. I was the main character. | Speaker 51:Oh wow  thats impressive but I don't blame you for forgetting lines then since there were probably tons.,I am embarrassed when I forgot my lines in the play.,emotion: embarrassed dialogue: Speaker 4:I forget the lines in the school play. I was so embarrassed. | Speaker 51:Oh no! Were there a lot of lines you had to remember? | Speaker 4:Yes. I was the main character. | Speaker 51:Oh wow  thats impressive but I don't blame you for forgetting lines then since there were probably tons.
hit:115_conv:231,nostalgic,Speaker 53:Last time I was at my parent's house I went through some old photo albums and started reminiscing. | Speaker 1:What did you think about? | Speaker 53:I just thought about how easy and carefree life was when I was a child. I was never alone and always had something to do. | Speaker 1:glad to hear you had such a carefree childhood. do you have siblings? | Speaker 53:I have younger brothers that are 7 years younger than I am so I was an only child for awhile.,I was going through old photos of my family and when I was younger.,emotion: nostalgic dialogue: Speaker 53:Last time I was at my parent's house I went through some old photo albums and started reminiscing. | Speaker 1:What did you think about? | Speaker 53:I just thought about how easy and carefree life was when I was a child. I was never alone and always had something to do. | Speaker 1:glad to hear you had such a carefree childhood. do you have siblings? | Speaker 53:I have younger brothers that are 7 years younger than I am so I was an only child for awhile.
hit:127_conv:255,excited,Speaker 4:I love football  are you ready for the season? | Speaker 51:Yes  when does the season start? | Speaker 4:August  Can't wait. | Speaker 51:That's exciting  who's your favorite team?,I am excited for football season.,emotion: excited dialogue: Speaker 4:I love football  are you ready for the season? | Speaker 51:Yes  when does the season start? | Speaker 4:August  Can't wait. | Speaker 51:That's exciting  who's your favorite team?
hit:129_conv:259,content,Speaker 27:my apartment is terrible. | Speaker 40:Can you do any work to it. I know there are a lot ideas on pinterest to perk up a place. | Speaker 27:We aren't supposed to  but I did anyway. Got to make the best out it. | Speaker 40:Keep on the lookout and talk to realtors. They usually hear of good places first,I've been in my crappy apartment so long. I think just used to it now.,emotion: content dialogue: Speaker 27:my apartment is terrible. | Speaker 40:Can you do any work to it. I know there are a lot ideas on pinterest to perk up a place. | Speaker 27:We aren't supposed to  but I did anyway. Got to make the best out it. | Speaker 40:Keep on the lookout and talk to realtors. They usually hear of good places first
hit:130_conv:261,afraid,Speaker 4:I am scared of how I will die. | Speaker 55:I worry about that too occasionally  but I just push it to the back of my mind like usual. | Speaker 4:I hope mine isn't painful. | Speaker 55:I'm sure it won't be  most people die of old age around their friends and family in a peaceful way so just hope for that.,I am scared of how I will die.,emotion: afraid dialogue: Speaker 4:I am scared of how I will die. | Speaker 55:I worry about that too occasionally  but I just push it to the back of my mind like usual. | Speaker 4:I hope mine isn't painful. | Speaker 55:I'm sure it won't be  most people die of old age around their friends and family in a peaceful way so just hope for that.
hit:132_conv:264,grateful,"Speaker 27:I think I have some pretty decent kids. May be too soon to tell though. | Speaker 17:Oh  all kids are a little iffy  I think. Are you a teacher or do you mean your own children? | Speaker 27:My oldest is 13. She is the worst. But my 2 and 3 year old are perfect lol | Speaker 17:Teenagers are awful! I am really looking forward to my daughter becoming a teenager....not. | Speaker 27:lol. she is upset about everything all of time. I couldnt have been that way lol | Speaker 17:My mom put ""the curse"" on me. She said she hopes my daughter acted 10 times worse than I did. If that's the case  I need to start saving for boarding school  because I was awful! | Speaker 27:That's hilarious. Maybe II was terrible too then. | Speaker 17:Good luck!",My kids are the best. They get excited about everything. I think I had some good ones.,"emotion: grateful dialogue: Speaker 27:I think I have some pretty decent kids. May be too soon to tell though. | Speaker 17:Oh  all kids are a little iffy  I think. Are you a teacher or do you mean your own children? | Speaker 27:My oldest is 13. She is the worst. But my 2 and 3 year old are perfect lol | Speaker 17:Teenagers are awful! I am really looking forward to my daughter becoming a teenager....not. | Speaker 27:lol. she is upset about everything all of time. I couldnt have been that way lol | Speaker 17:My mom put ""the curse"" on me. She said she hopes my daughter acted 10 times worse than I did. If that's the case  I need to start saving for boarding school  because I was awful! | Speaker 27:That's hilarious. Maybe II was terrible too then. | Speaker 17:Good luck!"
hit:137_conv:274,proud,Speaker 4:I am so proud to be an American. | Speaker 56:I know that feeling!  Are you involved in any political or activists groups? | Speaker 4:No I am not. | Speaker 56:Me neither.  But I agree with your sentiment - it is a great place to live and be a part of!,I am happy to be an American.,emotion: proud dialogue: Speaker 4:I am so proud to be an American. | Speaker 56:I know that feeling!  Are you involved in any political or activists groups? | Speaker 4:No I am not. | Speaker 56:Me neither.  But I agree with your sentiment - it is a great place to live and be a part of!
hit:144_conv:289,sad,Speaker 55:I'm still kinda bummed about this  but like a month or more back I was really into this girl from Tinder and we started dating too. Unfortunately  after like 4 or 5 days  she said she wanted to stop dating and hasn't spoken to me since. | Speaker 57:Oh no  that really sucks. That's awful that she wanted to end things  especially since you were really into her. I am sorry. | Speaker 55:It's fine  I'm feeling a lot better about it. The thing that irks me is that she went from super happy about dating to literally ending it and ghosting me in so little time. Makes me think it was all fake  but I can't think why she would do it. | Speaker 57:That's really odd  and unfortunate. Thankfully there are many more girls that would match you better :) Don't lose hope!,"I really got close with a girl that I met from Tinder_comma_ to the point where we were ""dating"". Then randomly_comma_ after like 4 days_comma_ she says that she doesn't want to date anymore and then just stops talking to me.",emotion: sad dialogue: Speaker 55:I'm still kinda bummed about this  but like a month or more back I was really into this girl from Tinder and we started dating too. Unfortunately  after like 4 or 5 days  she said she wanted to stop dating and hasn't spoken to me since. | Speaker 57:Oh no  that really sucks. That's awful that she wanted to end things  especially since you were really into her. I am sorry. | Speaker 55:It's fine  I'm feeling a lot better about it. The thing that irks me is that she went from super happy about dating to literally ending it and ghosting me in so little time. Makes me think it was all fake  but I can't think why she would do it. | Speaker 57:That's really odd  and unfortunate. Thankfully there are many more girls that would match you better :) Don't lose hope!
hit:145_conv:291,annoyed,Speaker 59:It was a really bad experience. Especially since I wasted all the ingredients!  | Speaker 58:Oh no  was it an important meal? | Speaker 59:Yes  it was my nephew's birthday party pizza. And I promised him I would make his favorite pepperoni pizza!  | Speaker 58:That's so sad!  What did you end up doing instead? | Speaker 59:We had to order from a fast food chain! It wasn't bad  but fair to say  my nephew was disappointed in me. | Speaker 58:What went wrong with the pizza you were trying to make? | Speaker 59:It left in the oven and was distracted by my boss,I recall this time when I was making a pizza and I got an important call from my boss. I had to talk with him for about 15 minutes and when I came back_comma_ I realized the pizza had been burnt in the oven. I was very annoyed because I worked hard to make it!,emotion: annoyed dialogue: Speaker 59:It was a really bad experience. Especially since I wasted all the ingredients!  | Speaker 58:Oh no  was it an important meal? | Speaker 59:Yes  it was my nephew's birthday party pizza. And I promised him I would make his favorite pepperoni pizza!  | Speaker 58:That's so sad!  What did you end up doing instead? | Speaker 59:We had to order from a fast food chain! It wasn't bad  but fair to say  my nephew was disappointed in me. | Speaker 58:What went wrong with the pizza you were trying to make? | Speaker 59:It left in the oven and was distracted by my boss
hit:157_conv:314,surprised,Speaker 10:my parents picked me up from work in a new car for me when I turned 17  I was so surprised | Speaker 65:Did this make you excited? | Speaker 10:I was very excited  just to have a car at all is awesome! | Speaker 65:What type of car was it?,I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!,emotion: surprised dialogue: Speaker 10:my parents picked me up from work in a new car for me when I turned 17  I was so surprised | Speaker 65:Did this make you excited? | Speaker 10:I was very excited  just to have a car at all is awesome! | Speaker 65:What type of car was it?
hit:182_conv:364,faithful,Speaker 10:I have a girlfriend  and I would never cheat on her | Speaker 8:That is an amazing thing. Being cheated on is one of the worst things that can happen when ones enters a bond like a relationship. | Speaker 10:I agree  I am not sure how people can do that to each other | Speaker 8:I am sure that you two will have a happy and loving life together especially if she reciprocates your desire to never cheat. ,I have been faithful to my long time girlfriend. I would never cheat on her,emotion: faithful dialogue: Speaker 10:I have a girlfriend  and I would never cheat on her | Speaker 8:That is an amazing thing. Being cheated on is one of the worst things that can happen when ones enters a bond like a relationship. | Speaker 10:I agree  I am not sure how people can do that to each other | Speaker 8:I am sure that you two will have a happy and loving life together especially if she reciprocates your desire to never cheat. 
hit:192_conv:384,grateful,Speaker 43:I have a met with an accident once. one gentlemen saved my life | Speaker 10:I am glad to hear that  did you repay him? | Speaker 43:Yeah i did. I have visited him once i was up and running. He was so chuffed see me breathing | Speaker 10:That is good to hear  I am glad it worked out well instead of a disaster | Speaker 43:God's grace it did worked out well. We became buddies over the time,I met with an accident once. Kindhearted passerby saved my life,emotion: grateful dialogue: Speaker 43:I have a met with an accident once. one gentlemen saved my life | Speaker 10:I am glad to hear that  did you repay him? | Speaker 43:Yeah i did. I have visited him once i was up and running. He was so chuffed see me breathing | Speaker 10:That is good to hear  I am glad it worked out well instead of a disaster | Speaker 43:God's grace it did worked out well. We became buddies over the time
hit:211_conv:423,grateful,Speaker 86:I'm so happy and relieved my mom came to my rescue this week. | Speaker 85:Moms are good at doing that  aren't they?  What did she do for you? | Speaker 86:She offered to help me out financially with something that was really stressing me out. | Speaker 85:I know that feeling! What's been getting to you? | Speaker 86:I fell off the back porch steps and broke my wrist. It required surgery. | Speaker 85:I'm sorry to hear that.  I hope you make a speedy recovery! | Speaker 86:Thanks! I feel like I am. I have double up on milk consumption haha..,When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.,emotion: grateful dialogue: Speaker 86:I'm so happy and relieved my mom came to my rescue this week. | Speaker 85:Moms are good at doing that  aren't they?  What did she do for you? | Speaker 86:She offered to help me out financially with something that was really stressing me out. | Speaker 85:I know that feeling! What's been getting to you? | Speaker 86:I fell off the back porch steps and broke my wrist. It required surgery. | Speaker 85:I'm sorry to hear that.  I hope you make a speedy recovery! | Speaker 86:Thanks! I feel like I am. I have double up on milk consumption haha..
hit:213_conv:427,impressed,Speaker 87:He just took his lunch box  have a last look at me and said : I hope they will be nice. | Speaker 83:That sounds very sad. I am very sorry to hear you experienced that.  | Speaker 87:Not sad at all. He was so happy  but of course a little bit anxious. | Speaker 83:Huh  I see. Well good for him!,My boy just get is first job. I feel really proud of him.,emotion: impressed dialogue: Speaker 87:He just took his lunch box  have a last look at me and said : I hope they will be nice. | Speaker 83:That sounds very sad. I am very sorry to hear you experienced that.  | Speaker 87:Not sad at all. He was so happy  but of course a little bit anxious. | Speaker 83:Huh  I see. Well good for him!
hit:219_conv:439,disappointed,Speaker 59:I usually study hard and get my grades but sometimes it doesnt work out.  | Speaker 68:Brain just wants to work against you? | Speaker 59:Yep  basically my brain just abandoned me at the critical moment. I was so disappointed.  | Speaker 68:I would get that a lot in school back in the day i feel it's pretty normal to have those moments.,I studied really hard for my annual exam but did not get my desired grade. it left me very disappointed in myself. ,emotion: disappointed dialogue: Speaker 59:I usually study hard and get my grades but sometimes it doesnt work out.  | Speaker 68:Brain just wants to work against you? | Speaker 59:Yep  basically my brain just abandoned me at the critical moment. I was so disappointed.  | Speaker 68:I would get that a lot in school back in the day i feel it's pretty normal to have those moments.
hit:230_conv:460,furious,Speaker 85:A few weeks ago  we had a terrible storm  and my apartment flooded. | Speaker 97:Oh no! Hopefully renters insurance covered it! | Speaker 85:None of my or the landlord's insurance covered the damage  so he's paying for the repairs out of pocket. | Speaker 97:Well that is terrible for him but I am glad at least some of it is being taken care of! | Speaker 85:Not really  the repairs were supposed to take three days  and it's taken over three weeks so far. | Speaker 97:Ugg I am sorry to hear that. Sometimes dealing with land lords is a tough business.,My apartment flooded in a storm about a month ago_comma_ and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.,emotion: furious dialogue: Speaker 85:A few weeks ago  we had a terrible storm  and my apartment flooded. | Speaker 97:Oh no! Hopefully renters insurance covered it! | Speaker 85:None of my or the landlord's insurance covered the damage  so he's paying for the repairs out of pocket. | Speaker 97:Well that is terrible for him but I am glad at least some of it is being taken care of! | Speaker 85:Not really  the repairs were supposed to take three days  and it's taken over three weeks so far. | Speaker 97:Ugg I am sorry to hear that. Sometimes dealing with land lords is a tough business.
hit:247_conv:494,sad,Speaker 99:I recently found out my mom was very sick. | Speaker 75:I am sorry to hear that.I hope she gets better. | Speaker 99:She won't. It is stage 4 liver cirrhosis. I'm pretty distraught about it. | Speaker 75:That is horrible news.Your family should make sure she gets comfortable on her last moments.,I recently found out my mom was very sick. SHe has stage 4 liver cirrhosis.,emotion: sad dialogue: Speaker 99:I recently found out my mom was very sick. | Speaker 75:I am sorry to hear that.I hope she gets better. | Speaker 99:She won't. It is stage 4 liver cirrhosis. I'm pretty distraught about it. | Speaker 75:That is horrible news.Your family should make sure she gets comfortable on her last moments.
